,lp,substancja_czynna,nazwa,postac,dawka,zawartosc_opakowania,ean,grupa_limitowana,cena_hurtowa,cena_detaliczna,wysokosc_limitu,zakres_wskazan,poziom_odplatnosci,wysokosc_doplaty
1600,1601,Fluticasoni propionas + Salmeterolum,Fluticomb," aerozol inhalacyjny, zawiesina", 125+25 µg/dawkę inhalacyjną,1 inhalator 120 dawek,5909991403959,"199.2, Wziewne leki beta-2-adrenergiczne o długim działaniu - produkty złożone z kortykosteroidami w średnich dawkach","74,83","86,81","86,81",Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli,ryczałt,"3,20"
1601,1602,Fluticasoni propionas + Salmeterolum,Fluticomb," aerozol wziewny, zawiesina", 250+25 µg/dawkę odmierzoną,1 inhalator 120 dawek,5909991403966,"199.3, Wziewne leki beta-2-adrenergiczne o długim działaniu - produkty złożone z kortykosteroidami w wysokich dawkach","90,14","103,15","103,15",Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli,ryczałt,"3,20"
1602,1603,Fluticasoni propionas + Salmeterolum,Fluticomb," aerozol wziewny, zawiesina", 50+25 µg/dawkę odmierzoną,1 inhalator 120 dawek,5909991403898,"199.1, Wziewne leki beta-2-adrenergiczne o długim działaniu - produkty złożone z kortykosteroidami w niskich dawkach","59,98","70,48","70,48",Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli,ryczałt,"3,20"
1603,1604,Fluticasoni propionas + Salmeterolum,Salflumix Easyhaler, proszek do inhalacji, 250+50 µg/dawkę odmierzoną,1 inh.po 60 daw.,5909991383626,"199.2, Wziewne leki beta-2-adrenergiczne o długim działaniu - produkty złożone z kortykosteroidami w średnich dawkach","78,25","90,23","86,82",Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli,ryczałt,"6,61"
1604,1605,Fluticasoni propionas + Salmeterolum,Salflumix Easyhaler, proszek do inhalacji, 500+50 µg/dawkę odmierzoną,1 inh.po 60 daw.,5909991383657,"199.3, Wziewne leki beta-2-adrenergiczne o długim działaniu - produkty złożone z kortykosteroidami w wysokich dawkach","95,09","108,10","103,16",Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli,ryczałt,"8,14"
1605,1606,Fluticasoni propionas + Salmeterolum,Salmex, proszek do inhalacji, 100+50 (µg + µg)/dawkę inhalacyjną,1 inhalator (60 dawek),5909991034900,"199.1, Wziewne leki beta-2-adrenergiczne o długim działaniu - produkty złożone z kortykosteroidami w niskich dawkach","60,95","71,46","70,48",Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli,ryczałt,"4,18"
1606,1607,Fluticasoni propionas + Salmeterolum,Salmex, proszek do inhalacji, 250+50 (µg + µg)/dawkę inhalacyjną,1 inhalator (60 dawek),5909991034924,"199.2, Wziewne leki beta-2-adrenergiczne o długim działaniu - produkty złożone z kortykosteroidami w średnich dawkach","79,61","91,59","86,82",Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli,ryczałt,"7,97"
1607,1608,Fluticasoni propionas + Salmeterolum,Salmex, proszek do inhalacji, 500+50 (µg + µg)/dawkę inhalacyjną,1 inhalator (60 dawek),5909991034931,"199.3, Wziewne leki beta-2-adrenergiczne o długim działaniu - produkty złożone z kortykosteroidami w wysokich dawkach","97,52","110,53","103,16",Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli,ryczałt,"10,57"
1608,1609,Fluticasoni propionas + Salmeterolum,Seretide 125," aerozol wziewny, zawiesina", 125+25 µg/dawkę inhalacyjną,120 daw. (1 poj.po 120 daw.),5909990907014,"199.2, Wziewne leki beta-2-adrenergiczne o długim działaniu - produkty złożone z kortykosteroidami w średnich dawkach","103,22","115,20","86,82",Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli,ryczałt,"31,58"
1609,1610,Fluticasoni propionas + Salmeterolum,Seretide 250," aerozol wziewny, zawiesina", 250+25 µg/dawkę inhalacyjną,120 daw. (1 poj.po 120 daw.),5909990907113,"199.3, Wziewne leki beta-2-adrenergiczne o długim działaniu - produkty złożone z kortykosteroidami w wysokich dawkach","133,81","146,82","103,16",Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli,ryczałt,"46,86"
1610,1611,Fluticasoni propionas + Salmeterolum,Seretide 50," aerozol wziewny, zawiesina", 50+25 µg/dawkę inhalacyjną,120 daw. (1 poj.po 120 daw.),5909990906918,"199.1, Wziewne leki beta-2-adrenergiczne o długim działaniu - produkty złożone z kortykosteroidami w niskich dawkach","80,36","90,86","70,48",Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli,ryczałt,"23,58"
1611,1612,Fluticasoni propionas + Salmeterolum,Seretide Dysk 100, proszek do inhalacji, 100+50 µg/dawkę inhalacyjną,1 poj.po 60 daw.,5909990832422,"199.1, Wziewne leki beta-2-adrenergiczne o długim działaniu - produkty złożone z kortykosteroidami w niskich dawkach","74,06","84,56","70,48",Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli,ryczałt,"17,28"
1612,1613,Fluticasoni propionas + Salmeterolum,Seretide Dysk 250, proszek do inhalacji, 250+50 µg/dawkę inhalacyjną,1 poj.po 60 daw.,5909990832521,"199.2, Wziewne leki beta-2-adrenergiczne o długim działaniu - produkty złożone z kortykosteroidami w średnich dawkach","105,46","117,44","86,82",Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli,ryczałt,"33,82"
1613,1614,Fluticasoni propionas + Salmeterolum,Seretide Dysk 500, proszek do inhalacji, 500+50 µg/dawkę inhalacyjną,1 poj.po 60 daw.,5909990832620,"199.3, Wziewne leki beta-2-adrenergiczne o długim działaniu - produkty złożone z kortykosteroidami w wysokich dawkach","129,01","142,02","103,16",Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli,ryczałt,"42,06"
1614,1615,Fluticasoni propionas + Salmeterolum,Symflusal, proszek do inhalacji, 250+50 µg/dawkę inhalacyjną,1 blister 60 dawek  + inhalator Elpenhaler,5909991078980,"199.2, Wziewne leki beta-2-adrenergiczne o długim działaniu - produkty złożone z kortykosteroidami w średnich dawkach","78,25","90,23","86,82",Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli,ryczałt,"6,61"
1615,1616,Fluticasoni propionas + Salmeterolum,Symflusal, proszek do inhalacji, 500+50 µg/dawkę inhalacyjną,1 blister 60 dawek  + inhalator Elpenhaler,5909991079055,"199.3, Wziewne leki beta-2-adrenergiczne o długim działaniu - produkty złożone z kortykosteroidami w wysokich dawkach","95,09","108,10","103,16",Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli,ryczałt,"8,14"
1616,1617,Fluticasonum,Fanipos," aerozol do nosa, zawiesina", 50 µg/dawkę,2 poj. po 120 daw.,5908289660371,"196.0, Kortykosteroidy do stosowania do nosa","25,06","30,27","24,86",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,50%,"17,84"
1617,1618,Fluticasonum,Fanipos," aerozol do nosa, zawiesina", 50 µg/dawkę donosową,1 szt. (1 but.po 120 daw.),5909990570720,"196.0, Kortykosteroidy do stosowania do nosa","12,57","15,85","12,43",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,50%,"9,64"
1618,1619,Fluticasonum,Flixonase Nasule," krople do nosa, zawiesina", 400 µg,28 poj. (4 sasz.po 7 poj.),5909990933822,"196.0, Kortykosteroidy do stosowania do nosa","32,32","37,29","23,20",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,50%,"25,69"
1619,1620,Fluticasonum,Flixotide, zawiesina do nebulizacji, 0.5 mg/2 ml,10 poj. (2 sasz.po 5 poj.),5909990956517,"200.3, Wziewne kortykosteroidy - produkty jednoskładnikowe - postacie płynne do nebulizacji w średnich dawkach","30,60","36,53","28,83",Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli,ryczałt,"10,90"
1620,1621,Fluticasonum,Flixotide," aerozol inhalacyjny, zawiesina", 125 µg,120 daw.,5909990851423,"200.1, Wziewne kortykosteroidy - produkty jednoskładnikowe - proszki i aerozole","61,01","67,55","30,05",Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli,ryczałt,"40,70"
1621,1622,Fluticasonum,Flixotide," aerozol inhalacyjny, zawiesina", 125 µg,60 daw.,5909990851416,"200.1, Wziewne kortykosteroidy - produkty jednoskładnikowe - proszki i aerozole","30,39","34,58","15,03",Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli,ryczałt,"22,75"
1622,1623,Fluticasonum,Flixotide, zawiesina do nebulizacji, 2 mg/2 ml,10 poj. (2 sasz.po 5 poj.),5909990956616,"200.4, Wziewne kortykosteroidy - produkty jednoskładnikowe - postacie płynne do nebulizacji w wysokich dawkach","73,71","85,08","80,09",Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli,ryczałt,"8,19"
1623,1624,Fluticasonum,Flixotide," aerozol inhalacyjny, zawiesina", 250 µg,120 daw.,5909990851522,"200.1, Wziewne kortykosteroidy - produkty jednoskładnikowe - proszki i aerozole","95,26","105,15","60,10",Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli,ryczałt,"50,38"
1624,1625,Fluticasonum,Flixotide," aerozol inhalacyjny, zawiesina", 250 µg,60 daw.,5909990851515,"200.1, Wziewne kortykosteroidy - produkty jednoskładnikowe - proszki i aerozole","57,83","64,37","30,05",Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli,ryczałt,"37,52"
1625,1626,Fluticasonum,Flixotide," aerozol inhalacyjny, zawiesina", 50 µg,120 daw.,5909990851317,"200.1, Wziewne kortykosteroidy - produkty jednoskładnikowe - proszki i aerozole","28,12","31,77","12,02",Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli,ryczałt,"22,95"
1626,1627,Fluticasonum,Flixotide Dysk, proszek do inhalacji, 100 µg/dawkę inhalacyjną,60 daw.,5909990484621,"200.1, Wziewne kortykosteroidy - produkty jednoskładnikowe - proszki i aerozole","28,69","32,33","12,02",Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli,ryczałt,"23,51"
1627,1628,Fluticasonum,Flixotide Dysk, proszek do inhalacji, 250 µg/dawkę inhalacyjną,60 daw.,5909990484720,"200.1, Wziewne kortykosteroidy - produkty jednoskładnikowe - proszki i aerozole","55,57","62,11","30,05",Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli,ryczałt,"35,26"
1628,1629,Fluticasonum,Flixotide Dysk, proszek do inhalacji, 50 µg/dawkę inhalacyjną,60 daw.,5909990484522,"200.1, Wziewne kortykosteroidy - produkty jednoskładnikowe - proszki i aerozole","19,26","21,38","6,01",Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli,ryczałt,"18,57"
1629,1630,Fluticasonum,Flixotide Dysk, proszek do inhalacji, 500 µg/dawkę inhalacyjną,60 daw.,5909990484829,"200.1, Wziewne kortykosteroidy - produkty jednoskładnikowe - proszki i aerozole","95,26","105,15","60,10",Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli,ryczałt,"50,38"
1630,1631,Fluticasonum,Flutixon, proszek do inhalacji w kaps. twardej, 125 µg,120 kaps.,5909990938001,"200.1, Wziewne kortykosteroidy - produkty jednoskładnikowe - proszki i aerozole","64,12","74,01","60,10",Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli,ryczałt,"19,24"
1631,1632,Fluticasonum,Flutixon, proszek do inhalacji w kaps. twardej, 125 µg/dawkę inhalacyjną,60 kaps.,5909990785858,"200.1, Wziewne kortykosteroidy - produkty jednoskładnikowe - proszki i aerozole","34,92","41,46","30,05",Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli,ryczałt,"14,61"
1632,1633,Fluticasonum,Flutixon, proszek do inhalacji w kaps. twardej, 250 µg,120 kaps.,5909990938025,"200.1, Wziewne kortykosteroidy - produkty jednoskładnikowe - proszki i aerozole","128,26","142,15","120,20",Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli,ryczałt,"32,62"
1633,1634,Fluticasonum,Flutixon, proszek do inhalacji w kaps. twardej, 250 µg/dawkę inhalacyjną,60 kaps.,5909990785889,"200.1, Wziewne kortykosteroidy - produkty jednoskładnikowe - proszki i aerozole","64,48","74,37","60,10",Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli,ryczałt,"19,60"
1634,1635,Fluvoxamini maleas,Fevarin, tabl. powl., 100 mg,30 szt.,5909991431211,"184.0, Leki przeciwdepresyjne - inhibitory wychwytu zwrotnego serotoniny","24,50","27,90","13,03",Choroby psychiczne lub upośledzenia umysłowe,30%,"18,78"
1635,1636,Fluvoxamini maleas,Fevarin, tabl. powl., 50 mg,60 szt.,5909991431167,"184.0, Leki przeciwdepresyjne - inhibitory wychwytu zwrotnego serotoniny","24,50","27,90","13,03",Choroby psychiczne lub upośledzenia umysłowe,30%,"18,78"
1636,1637,Fluvoxaminum,Fevarin, tabl. powl., 100 mg,30 szt.,5909990347827,"184.0, Leki przeciwdepresyjne - inhibitory wychwytu zwrotnego serotoniny","35,04","38,43","13,03",Choroby psychiczne lub upośledzenia umysłowe,30%,"29,31"
1637,1638,Fluvoxaminum,Fevarin, tabl. powl., 50 mg,60 szt.,5909990347728,"184.0, Leki przeciwdepresyjne - inhibitory wychwytu zwrotnego serotoniny","35,04","38,43","13,03",Choroby psychiczne lub upośledzenia umysłowe,30%,"29,31"
1638,1639,Folitropinum delta,Rekovelle, roztwór do wstrzykiwań," 12 µg/0,36 ml","1 wstrzykiwacz 0,36 ml + 3 igły",5909991343019,"69.1, Hormony płciowe - gonadotropiny","340,20","358,16","242,25","Kontrolowana hiperstymulacja jajników u pacjentek w wieku poniżej 40 roku życia w celu uzyskania rozwoju mnogich pęcherzyków, rokujących uzyskanie prawidłowej odpowiedzi na stymulację jajeczkowania (hormon folikulotropowy - FSH poniżej 15 mlU/ml w 2-3 dniu cyklu lub hormon antymüllerowski - AMH powyżej 0,7 ng/ml (wg II standardu)), u których nie stwierdza się wcześniejszych, niedostatecznych odpowiedzi na stymulację owulacji oraz bez nawracających poronień z tym samym partnerem - refundacja do 3 cykli",ryczałt,"119,11"
1639,1640,Folitropinum delta,Rekovelle, roztwór do wstrzykiwań," 72 µg/2,16 ml","1 wstrzykiwacz 2,16 ml + 9 igieł",5909991343033,"69.1, Hormony płciowe - gonadotropiny","2041,20","2086,09","1453,52","Kontrolowana hiperstymulacja jajników u pacjentek w wieku poniżej 40 roku życia w celu uzyskania rozwoju mnogich pęcherzyków, rokujących uzyskanie prawidłowej odpowiedzi na stymulację jajeczkowania (hormon folikulotropowy - FSH poniżej 15 mlU/ml w 2-3 dniu cyklu lub hormon antymüllerowski - AMH powyżej 0,7 ng/ml (wg II standardu)), u których nie stwierdza się wcześniejszych, niedostatecznych odpowiedzi na stymulację owulacji oraz bez nawracających poronień z tym samym partnerem - refundacja do 3 cykli",ryczałt,"635,77"
1640,1641,Follitropinum alfa,Bemfola, roztwór do wstrzykiwań," 150 j.m./0,25 ml","1 wstrzykiwacz po 0,25 ml",5997001308486,"69.1, Hormony płciowe - gonadotropiny","165,00","180,79","161,51","Kontrolowana hiperstymulacja jajników u pacjentek w wieku poniżej 40 roku życia w celu uzyskania rozwoju mnogich pęcherzyków, rokujących uzyskanie prawidłowej odpowiedzi na stymulację jajeczkowania (hormon folikulotropowy - FSH poniżej 15 mlU/ml w 2-3 dniu cyklu lub hormon antymüllerowski - AMH powyżej 0,7 ng/ml (wg II standardu)), u których nie stwierdza się wcześniejszych, niedostatecznych odpowiedzi na stymulację owulacji oraz bez nawracających poronień z tym samym partnerem - refundacja do 3 cykli; Brak owulacji u pacjentek w wieku poniżej 40 roku życia, u których nie uzyskano odpowiedzi po zastosowaniu cytrynianu klomifenu, rokujących uzyskanie prawidłowej odpowiedzi na stymulację jajeczkowania (hormon folikulotropowy - FSH poniżej 15 mlU/ml w 2-3 dniu cyklu lub hormon antymüllerowski - AMH powyżej 0,7 ng/ml (wg II standardu)) – refundacja do 3 cykli; Stymulacja wzrostu pęcherzyków jajnikowych u pacjentek w wieku poniżej 40 roku życia ze znacznym niedoborem LH, FSH w skojarzeniu z hormonem luteinizującym LH – refundacja do 3 cykli",ryczałt,"22,48"
1641,1642,Follitropinum alfa,Bemfola, roztwór do wstrzykiwań," 225 j.m./0,375 ml","1 wstrzykiwacz po 0,375 ml",5997001308493,"69.1, Hormony płciowe - gonadotropiny","247,50","265,46","242,25","Kontrolowana hiperstymulacja jajników u pacjentek w wieku poniżej 40 roku życia w celu uzyskania rozwoju mnogich pęcherzyków, rokujących uzyskanie prawidłowej odpowiedzi na stymulację jajeczkowania (hormon folikulotropowy - FSH poniżej 15 mlU/ml w 2-3 dniu cyklu lub hormon antymüllerowski - AMH powyżej 0,7 ng/ml (wg II standardu)), u których nie stwierdza się wcześniejszych, niedostatecznych odpowiedzi na stymulację owulacji oraz bez nawracających poronień z tym samym partnerem - refundacja do 3 cykli; Brak owulacji u pacjentek w wieku poniżej 40 roku życia, u których nie uzyskano odpowiedzi po zastosowaniu cytrynianu klomifenu, rokujących uzyskanie prawidłowej odpowiedzi na stymulację jajeczkowania (hormon folikulotropowy - FSH poniżej 15 mlU/ml w 2-3 dniu cyklu lub hormon antymüllerowski - AMH powyżej 0,7 ng/ml (wg II standardu)) – refundacja do 3 cykli; Stymulacja wzrostu pęcherzyków jajnikowych u pacjentek w wieku poniżej 40 roku życia ze znacznym niedoborem LH, FSH w skojarzeniu z hormonem luteinizującym LH – refundacja do 3 cykli",ryczałt,"26,41"
1642,1643,Follitropinum alfa,Bemfola, roztwór do wstrzykiwań," 300 j.m./0,5 ml","1 wstrzykiwacz po 0,5 ml",5997001308509,"69.1, Hormony płciowe - gonadotropiny","329,99","349,78","323,00","Kontrolowana hiperstymulacja jajników u pacjentek w wieku poniżej 40 roku życia w celu uzyskania rozwoju mnogich pęcherzyków, rokujących uzyskanie prawidłowej odpowiedzi na stymulację jajeczkowania (hormon folikulotropowy - FSH poniżej 15 mlU/ml w 2-3 dniu cyklu lub hormon antymüllerowski - AMH powyżej 0,7 ng/ml (wg II standardu)), u których nie stwierdza się wcześniejszych, niedostatecznych odpowiedzi na stymulację owulacji oraz bez nawracających poronień z tym samym partnerem - refundacja do 3 cykli; Brak owulacji u pacjentek w wieku poniżej 40 roku życia, u których nie uzyskano odpowiedzi po zastosowaniu cytrynianu klomifenu, rokujących uzyskanie prawidłowej odpowiedzi na stymulację jajeczkowania (hormon folikulotropowy - FSH poniżej 15 mlU/ml w 2-3 dniu cyklu lub hormon antymüllerowski - AMH powyżej 0,7 ng/ml (wg II standardu)) – refundacja do 3 cykli; Stymulacja wzrostu pęcherzyków jajnikowych u pacjentek w wieku poniżej 40 roku życia ze znacznym niedoborem LH, FSH w skojarzeniu z hormonem luteinizującym LH – refundacja do 3 cykli",ryczałt,"29,98"
1643,1644,Follitropinum alfa,Gonal-f, roztwór do wstrzykiwań we wkładzie do wstrzykiwacza półautomatycznego ," 300 j.m. (IU)/0,5 ml (22 µg/0,5 ml)",1 wstrzykiwacz,5909990007257,"69.1, Hormony płciowe - gonadotropiny","384,41","404,21","323,00","Kontrolowana hiperstymulacja jajników u pacjentek w wieku poniżej 40 roku życia w celu uzyskania rozwoju mnogich pęcherzyków, rokujących uzyskanie prawidłowej odpowiedzi na stymulację jajeczkowania (hormon folikulotropowy - FSH poniżej 15 mlU/ml w 2-3 dniu cyklu lub hormon antymüllerowski - AMH powyżej 0,7 ng/ml (wg II standardu)), u których nie stwierdza się wcześniejszych, niedostatecznych odpowiedzi na stymulację owulacji oraz bez nawracających poronień z tym samym partnerem - refundacja do 3 cykli; Brak owulacji u pacjentek w wieku poniżej 40 roku życia, u których nie uzyskano odpowiedzi po zastosowaniu cytrynianu klomifenu, rokujących uzyskanie prawidłowej odpowiedzi na stymulację jajeczkowania (hormon folikulotropowy - FSH poniżej 15 mlU/ml w 2-3 dniu cyklu lub hormon antymüllerowski - AMH powyżej 0,7 ng/ml (wg II standardu)) – refundacja do 3 cykli; Stymulacja wzrostu pęcherzyków jajnikowych u pacjentek w wieku poniżej 40 roku życia ze znacznym niedoborem LH, FSH w skojarzeniu z hormonem luteinizującym LH – refundacja do 3 cykli",ryczałt,"84,41"
1644,1645,Follitropinum alfa,Gonal-f, roztwór do wstrzykiwań w ampułko-strzykawce," 75 j.m. (IU) (5,5 µg)",1 fiol. + 1 amp.-strz. z rozp.,5909990697304,"69.1, Hormony płciowe - gonadotropiny","96,10","107,88","80,74","Kontrolowana hiperstymulacja jajników u pacjentek w wieku poniżej 40 roku życia w celu uzyskania rozwoju mnogich pęcherzyków, rokujących uzyskanie prawidłowej odpowiedzi na stymulację jajeczkowania (hormon folikulotropowy - FSH poniżej 15 mlU/ml w 2-3 dniu cyklu lub hormon antymüllerowski - AMH powyżej 0,7 ng/ml (wg II standardu)), u których nie stwierdza się wcześniejszych, niedostatecznych odpowiedzi na stymulację owulacji oraz bez nawracających poronień z tym samym partnerem - refundacja do 3 cykli; Brak owulacji u pacjentek w wieku poniżej 40 roku życia, u których nie uzyskano odpowiedzi po zastosowaniu cytrynianu klomifenu, rokujących uzyskanie prawidłowej odpowiedzi na stymulację jajeczkowania (hormon folikulotropowy - FSH poniżej 15 mlU/ml w 2-3 dniu cyklu lub hormon antymüllerowski - AMH powyżej 0,7 ng/ml (wg II standardu)) – refundacja do 3 cykli; Stymulacja wzrostu pęcherzyków jajnikowych u pacjentek w wieku poniżej 40 roku życia ze znacznym niedoborem LH, FSH w skojarzeniu z hormonem luteinizującym LH – refundacja do 3 cykli",ryczałt,"30,34"
1645,1646,Follitropinum alfa,Gonal-f, roztwór do wstrzykiwań we wkładzie do wstrzykiwacza półautomatycznego," 900 j.m. (IU)/1,5 ml (66 µg/1,5 ml)",1 wstrzykiwacz,5909990007240,"69.1, Hormony płciowe - gonadotropiny","1153,19","1187,55","969,01","Kontrolowana hiperstymulacja jajników u pacjentek w wieku poniżej 40 roku życia w celu uzyskania rozwoju mnogich pęcherzyków, rokujących uzyskanie prawidłowej odpowiedzi na stymulację jajeczkowania (hormon folikulotropowy - FSH poniżej 15 mlU/ml w 2-3 dniu cyklu lub hormon antymüllerowski - AMH powyżej 0,7 ng/ml (wg II standardu)), u których nie stwierdza się wcześniejszych, niedostatecznych odpowiedzi na stymulację owulacji oraz bez nawracających poronień z tym samym partnerem - refundacja do 3 cykli; Brak owulacji u pacjentek w wieku poniżej 40 roku życia, u których nie uzyskano odpowiedzi po zastosowaniu cytrynianu klomifenu, rokujących uzyskanie prawidłowej odpowiedzi na stymulację jajeczkowania (hormon folikulotropowy - FSH poniżej 15 mlU/ml w 2-3 dniu cyklu lub hormon antymüllerowski - AMH powyżej 0,7 ng/ml (wg II standardu)) – refundacja do 3 cykli; Stymulacja wzrostu pęcherzyków jajnikowych u pacjentek w wieku poniżej 40 roku życia ze znacznym niedoborem LH, FSH w skojarzeniu z hormonem luteinizującym LH – refundacja do 3 cykli",ryczałt,"221,74"
1646,1647,Follitropinum alfa,Ovaleap, roztwór do wstrzykiwań," 300 j.m./0,5 ml","1 wkład 0,5ml + 10 igieł iniekcyjnych",5909991088125,"69.1, Hormony płciowe - gonadotropiny","301,64","321,43","321,43","Kontrolowana hiperstymulacja jajników u pacjentek w wieku poniżej 40 roku życia w celu uzyskania rozwoju mnogich pęcherzyków, rokujących uzyskanie prawidłowej odpowiedzi na stymulację jajeczkowania (hormon folikulotropowy - FSH poniżej 15 mlU/ml w 2-3 dniu cyklu lub hormon antymüllerowski - AMH powyżej 0,7 ng/ml (wg II standardu)), u których nie stwierdza się wcześniejszych, niedostatecznych odpowiedzi na stymulację owulacji oraz bez nawracających poronień z tym samym partnerem - refundacja do 3 cykli; Brak owulacji u pacjentek w wieku poniżej 40 roku życia, u których nie uzyskano odpowiedzi po zastosowaniu cytrynianu klomifenu, rokujących uzyskanie prawidłowej odpowiedzi na stymulację jajeczkowania (hormon folikulotropowy - FSH poniżej 15 mlU/ml w 2-3 dniu cyklu lub hormon antymüllerowski - AMH powyżej 0,7 ng/ml (wg II standardu)) – refundacja do 3 cykli; Stymulacja wzrostu pęcherzyków jajnikowych u pacjentek w wieku poniżej 40 roku życia ze znacznym niedoborem LH, FSH w skojarzeniu z hormonem luteinizującym LH – refundacja do 3 cykli",ryczałt,"3,20"
1647,1648,Follitropinum alfa,Ovaleap, roztwór do wstrzykiwań," 900 j.m./1,5 ml","1 wkład 1,5ml + 20 igieł iniekcyjnych",5909991088149,"69.1, Hormony płciowe - gonadotropiny","911,74","946,10","946,10","Kontrolowana hiperstymulacja jajników u pacjentek w wieku poniżej 40 roku życia w celu uzyskania rozwoju mnogich pęcherzyków, rokujących uzyskanie prawidłowej odpowiedzi na stymulację jajeczkowania (hormon folikulotropowy - FSH poniżej 15 mlU/ml w 2-3 dniu cyklu lub hormon antymüllerowski - AMH powyżej 0,7 ng/ml (wg II standardu)), u których nie stwierdza się wcześniejszych, niedostatecznych odpowiedzi na stymulację owulacji oraz bez nawracających poronień z tym samym partnerem - refundacja do 3 cykli; Brak owulacji u pacjentek w wieku poniżej 40 roku życia, u których nie uzyskano odpowiedzi po zastosowaniu cytrynianu klomifenu, rokujących uzyskanie prawidłowej odpowiedzi na stymulację jajeczkowania (hormon folikulotropowy - FSH poniżej 15 mlU/ml w 2-3 dniu cyklu lub hormon antymüllerowski - AMH powyżej 0,7 ng/ml (wg II standardu)) – refundacja do 3 cykli; Stymulacja wzrostu pęcherzyków jajnikowych u pacjentek w wieku poniżej 40 roku życia ze znacznym niedoborem LH, FSH w skojarzeniu z hormonem luteinizującym LH – refundacja do 3 cykli",ryczałt,"3,20"
1648,1649,Follitropinum beta,Puregon, roztwór do wstrzykiwań, 300 j.m.,1 wkł.,5909990339754,"69.1, Hormony płciowe - gonadotropiny","329,99","349,78","323,00","Kontrolowana hiperstymulacja jajników u pacjentek w wieku poniżej 40 roku życia w celu uzyskania rozwoju mnogich pęcherzyków, rokujących uzyskanie prawidłowej odpowiedzi na stymulację jajeczkowania (hormon folikulotropowy - FSH poniżej 15 mlU/ml w 2-3 dniu cyklu lub hormon antymüllerowski - AMH powyżej 0,7 ng/ml (wg II standardu)), u których nie stwierdza się wcześniejszych, niedostatecznych odpowiedzi na stymulację owulacji oraz bez nawracających poronień z tym samym partnerem - refundacja do 3 cykli; Brak owulacji u pacjentek w wieku poniżej 40 roku życia, u których nie uzyskano odpowiedzi po zastosowaniu cytrynianu klomifenu, rokujących uzyskanie prawidłowej odpowiedzi na stymulację jajeczkowania (hormon folikulotropowy - FSH poniżej 15 mlU/ml w 2-3 dniu cyklu lub hormon antymüllerowski - AMH powyżej 0,7 ng/ml (wg II standardu)) – refundacja do 3 cykli",ryczałt,"29,98"
